filename,accent
cv-valid-train/sample-000250.mp3,us
cv-valid-train/sample-000254.mp3,scotland
cv-valid-train/sample-000255.mp3,canada
cv-valid-train/sample-000265.mp3,england
cv-valid-train/sample-000270.mp3,england
cv-valid-train/sample-000274.mp3,us
cv-valid-train/sample-000277.mp3,us
cv-valid-train/sample-000278.mp3,us
cv-valid-train/sample-000280.mp3,canada
cv-valid-train/sample-000283.mp3,us
cv-valid-train/sample-000285.mp3,indian
cv-valid-train/sample-000286.mp3,england
cv-valid-train/sample-000290.mp3,us
cv-valid-train/sample-000292.mp3,us
cv-valid-train/sample-000293.mp3,england
cv-valid-train/sample-000297.mp3,african
cv-valid-train/sample-000299.mp3,canada
cv-valid-train/sample-000300.mp3,canada
cv-valid-train/sample-000303.mp3,us
cv-valid-train/sample-000317.mp3,england
cv-valid-train/sample-000322.mp3,australia
cv-valid-train/sample-000341.mp3,england
cv-valid-train/sample-000343.mp3,us
cv-valid-train/sample-000345.mp3,indian
cv-valid-train/sample-000350.mp3,england
cv-valid-train/sample-000360.mp3,england
cv-valid-train/sample-000362.mp3,us
cv-valid-train/sample-000368.mp3,england
cv-valid-train/sample-000369.mp3,us
cv-valid-train/sample-000375.mp3,us
cv-valid-train/sample-000378.mp3,england
cv-valid-train/sample-000379.mp3,england
cv-valid-train/sample-000383.mp3,us
cv-valid-train/sample-000384.mp3,newzealand
cv-valid-train/sample-000385.mp3,england
cv-valid-train/sample-000389.mp3,england
cv-valid-train/sample-000392.mp3,england
cv-valid-train/sample-000393.mp3,us
cv-valid-train/sample-000395.mp3,african
cv-valid-train/sample-000400.mp3,canada
cv-valid-train/sample-000401.mp3,us
cv-valid-train/sample-000410.mp3,england
cv-valid-train/sample-000412.mp3,england
cv-valid-train/sample-000414.mp3,england
cv-valid-train/sample-000416.mp3,us
cv-valid-train/sample-000424.mp3,african
cv-valid-train/sample-000425.mp3,england
cv-valid-train/sample-000427.mp3,canada
cv-valid-train/sample-000429.mp3,us
cv-valid-train/sample-000432.mp3,us
cv-valid-train/sample-000436.mp3,us
cv-valid-train/sample-000437.mp3,england
cv-valid-train/sample-000443.mp3,england
cv-valid-train/sample-000447.mp3,us
cv-valid-train/sample-000451.mp3,england
cv-valid-train/sample-000454.mp3,australia
cv-valid-train/sample-000474.mp3,ireland
cv-valid-train/sample-000475.mp3,scotland
cv-valid-train/sample-000477.mp3,indian
cv-valid-train/sample-000479.mp3,england
cv-valid-train/sample-000482.mp3,us
cv-valid-train/sample-000484.mp3,canada
cv-valid-train/sample-000493.mp3,african
cv-valid-train/sample-000499.mp3,us
cv-valid-train/sample-000502.mp3,canada
cv-valid-train/sample-000505.mp3,us
cv-valid-train/sample-000506.mp3,us
cv-valid-train/sample-000507.mp3,england
cv-valid-train/sample-000508.mp3,us
cv-valid-train/sample-000517.mp3,us
cv-valid-train/sample-000520.mp3,england
cv-valid-train/sample-000524.mp3,england
cv-valid-train/sample-000525.mp3,us
cv-valid-train/sample-000539.mp3,indian
cv-valid-train/sample-000544.mp3,us
cv-valid-train/sample-000545.mp3,england
cv-valid-train/sample-000547.mp3,indian
cv-valid-train/sample-000554.mp3,canada
cv-valid-train/sample-000555.mp3,newzealand
cv-valid-train/sample-000556.mp3,england
cv-valid-train/sample-000563.mp3,indian
cv-valid-train/sample-000564.mp3,us
cv-valid-train/sample-000567.mp3,us
cv-valid-train/sample-000576.mp3,us
cv-valid-train/sample-000577.mp3,canada
cv-valid-train/sample-000578.mp3,england
cv-valid-train/sample-000579.mp3,england
cv-valid-train/sample-000584.mp3,scotland
cv-valid-train/sample-000586.mp3,us
cv-valid-train/sample-000591.mp3,us
cv-valid-train/sample-000595.mp3,us
cv-valid-train/sample-000597.mp3,indian
cv-valid-train/sample-000600.mp3,australia
cv-valid-train/sample-000610.mp3,indian
cv-valid-train/sample-000612.mp3,us
cv-valid-train/sample-000619.mp3,us
cv-valid-train/sample-000622.mp3,canada
cv-valid-train/sample-000625.mp3,us
cv-valid-train/sample-000626.mp3,canada
cv-valid-train/sample-000629.mp3,us
cv-valid-train/sample-000635.mp3,us
cv-valid-train/sample-000637.mp3,us
cv-valid-train/sample-000646.mp3,us
cv-valid-train/sample-000647.mp3,us
cv-valid-train/sample-000651.mp3,england
cv-valid-train/sample-000657.mp3,newzealand
cv-valid-train/sample-000663.mp3,england
cv-valid-train/sample-000668.mp3,australia
cv-valid-train/sample-000671.mp3,indian
cv-valid-train/sample-000673.mp3,us
cv-valid-train/sample-000679.mp3,us
cv-valid-train/sample-000683.mp3,us
cv-valid-train/sample-000684.mp3,us
cv-valid-train/sample-000690.mp3,us
cv-valid-train/sample-000691.mp3,england
cv-valid-train/sample-000694.mp3,us
cv-valid-train/sample-000695.mp3,indian
cv-valid-train/sample-000705.mp3,newzealand
cv-valid-train/sample-000707.mp3,african
cv-valid-train/sample-000708.mp3,us
cv-valid-train/sample-000716.mp3,canada
cv-valid-train/sample-000717.mp3,us
cv-valid-train/sample-000718.mp3,us
cv-valid-train/sample-000720.mp3,england
cv-valid-train/sample-000740.mp3,canada
cv-valid-train/sample-000741.mp3,canada
cv-valid-train/sample-000742.mp3,england
cv-valid-train/sample-000749.mp3,us
cv-valid-train/sample-000751.mp3,england
cv-valid-train/sample-000754.mp3,us
cv-valid-train/sample-000761.mp3,canada
cv-valid-train/sample-000762.mp3,us
cv-valid-train/sample-000766.mp3,england
cv-valid-train/sample-000776.mp3,england
cv-valid-train/sample-000777.mp3,indian
cv-valid-train/sample-000779.mp3,us
cv-valid-train/sample-000784.mp3,indian
cv-valid-train/sample-000785.mp3,us
cv-valid-train/sample-000790.mp3,england
cv-valid-train/sample-000793.mp3,australia
cv-valid-train/sample-000794.mp3,us
cv-valid-train/sample-000795.mp3,england
cv-valid-train/sample-000797.mp3,wales
cv-valid-train/sample-000798.mp3,england
cv-valid-train/sample-000801.mp3,indian
cv-valid-train/sample-000802.mp3,us
cv-valid-train/sample-000808.mp3,us
cv-valid-train/sample-000811.mp3,australia
cv-valid-train/sample-000815.mp3,bermuda
cv-valid-train/sample-000817.mp3,us
cv-valid-train/sample-000819.mp3,us
cv-valid-train/sample-000824.mp3,england
cv-valid-train/sample-000827.mp3,us
cv-valid-train/sample-000829.mp3,england
cv-valid-train/sample-000834.mp3,australia
cv-valid-train/sample-000841.mp3,us
cv-valid-train/sample-000844.mp3,australia
cv-valid-train/sample-000850.mp3,us
cv-valid-train/sample-000851.mp3,indian
cv-valid-train/sample-000855.mp3,scotland
cv-valid-train/sample-000861.mp3,african
cv-valid-train/sample-000862.mp3,us
cv-valid-train/sample-000866.mp3,us
cv-valid-train/sample-000867.mp3,england
cv-valid-train/sample-000868.mp3,us
cv-valid-train/sample-000877.mp3,australia
cv-valid-train/sample-000882.mp3,england
cv-valid-train/sample-000884.mp3,us
cv-valid-train/sample-000887.mp3,us
cv-valid-train/sample-000892.mp3,us
cv-valid-train/sample-000894.mp3,england
cv-valid-train/sample-000895.mp3,england
cv-valid-train/sample-000901.mp3,indian
cv-valid-train/sample-000903.mp3,england
cv-valid-train/sample-000909.mp3,us
cv-valid-train/sample-000912.mp3,australia
cv-valid-train/sample-000915.mp3,australia
cv-valid-train/sample-000917.mp3,us
cv-valid-train/sample-000919.mp3,us
cv-valid-train/sample-000924.mp3,us
cv-valid-train/sample-000927.mp3,us
cv-valid-train/sample-000935.mp3,us
cv-valid-train/sample-000947.mp3,canada
cv-valid-train/sample-000949.mp3,us
cv-valid-train/sample-000953.mp3,indian
cv-valid-train/sample-000957.mp3,us
cv-valid-train/sample-000960.mp3,england
cv-valid-train/sample-000964.mp3,us
cv-valid-train/sample-000967.mp3,canada
cv-valid-train/sample-000968.mp3,england
cv-valid-train/sample-000972.mp3,us
cv-valid-train/sample-000973.mp3,indian
cv-valid-train/sample-000974.mp3,us
cv-valid-train/sample-000976.mp3,us
cv-valid-train/sample-000977.mp3,england
cv-valid-train/sample-000980.mp3,indian
cv-valid-train/sample-000984.mp3,england
cv-valid-train/sample-000989.mp3,ireland
cv-valid-train/sample-000994.mp3,us
cv-valid-train/sample-000996.mp3,us
cv-valid-train/sample-000999.mp3,us
cv-valid-train/sample-001005.mp3,us
cv-valid-train/sample-001010.mp3,canada
cv-valid-train/sample-001011.mp3,england
cv-valid-train/sample-001014.mp3,australia
cv-valid-train/sample-001022.mp3,us
cv-valid-train/sample-001028.mp3,african
cv-valid-train/sample-001030.mp3,us
cv-valid-train/sample-001031.mp3,wales
cv-valid-train/sample-001038.mp3,indian
cv-valid-train/sample-001049.mp3,england
cv-valid-train/sample-001050.mp3,us
cv-valid-train/sample-001052.mp3,us
cv-valid-train/sample-001054.mp3,us
cv-valid-train/sample-001062.mp3,us
cv-valid-train/sample-001063.mp3,newzealand
cv-valid-train/sample-001064.mp3,us
cv-valid-train/sample-001066.mp3,england
cv-valid-train/sample-001069.mp3,us
cv-valid-train/sample-001077.mp3,england
cv-valid-train/sample-001079.mp3,england
cv-valid-train/sample-001081.mp3,us
cv-valid-train/sample-001083.mp3,indian
cv-valid-train/sample-001091.mp3,us
cv-valid-train/sample-001092.mp3,england
cv-valid-train/sample-001093.mp3,australia
cv-valid-train/sample-001096.mp3,scotland
cv-valid-train/sample-001102.mp3,us
cv-valid-train/sample-001103.mp3,england
cv-valid-train/sample-001104.mp3,england
cv-valid-train/sample-001106.mp3,wales
cv-valid-train/sample-001108.mp3,england
cv-valid-train/sample-001109.mp3,australia
cv-valid-train/sample-001121.mp3,canada
cv-valid-train/sample-001123.mp3,us
cv-valid-train/sample-001129.mp3,england
cv-valid-train/sample-001136.mp3,england
cv-valid-train/sample-001143.mp3,us
cv-valid-train/sample-001144.mp3,us
cv-valid-train/sample-001147.mp3,newzealand
cv-valid-train/sample-001153.mp3,us
cv-valid-train/sample-001163.mp3,us
cv-valid-train/sample-001164.mp3,us
cv-valid-train/sample-001165.mp3,us
cv-valid-train/sample-001166.mp3,us
cv-valid-train/sample-001171.mp3,us
cv-valid-train/sample-001179.mp3,canada
cv-valid-train/sample-001182.mp3,malaysia
cv-valid-train/sample-001191.mp3,canada
cv-valid-train/sample-001193.mp3,canada
cv-valid-train/sample-001194.mp3,canada
cv-valid-train/sample-001196.mp3,canada
cv-valid-train/sample-001199.mp3,us
cv-valid-train/sample-001211.mp3,us
cv-valid-train/sample-001216.mp3,england
cv-valid-train/sample-001219.mp3,us
cv-valid-train/sample-001223.mp3,scotland
cv-valid-train/sample-001224.mp3,us
cv-valid-train/sample-001225.mp3,wales
cv-valid-train/sample-001230.mp3,indian
cv-valid-train/sample-001234.mp3,us
cv-valid-train/sample-001236.mp3,us
cv-valid-train/sample-001237.mp3,australia
cv-valid-train/sample-001238.mp3,us
cv-valid-train/sample-001240.mp3,ireland
cv-valid-train/sample-001245.mp3,australia
cv-valid-train/sample-001250.mp3,malaysia
cv-valid-train/sample-001255.mp3,us
cv-valid-train/sample-001259.mp3,us
cv-valid-train/sample-001260.mp3,england
cv-valid-train/sample-001261.mp3,us
cv-valid-train/sample-001265.mp3,us
cv-valid-train/sample-001266.mp3,wales
cv-valid-train/sample-001269.mp3,us
cv-valid-train/sample-001270.mp3,african
cv-valid-train/sample-001280.mp3,indian
cv-valid-train/sample-001281.mp3,us
cv-valid-train/sample-001283.mp3,england
cv-valid-train/sample-001284.mp3,us
cv-valid-train/sample-001289.mp3,australia
cv-valid-train/sample-001291.mp3,indian
cv-valid-train/sample-001297.mp3,ireland
cv-valid-train/sample-001299.mp3,african
cv-valid-train/sample-001304.mp3,us
cv-valid-train/sample-001309.mp3,us
cv-valid-train/sample-001314.mp3,england
cv-valid-train/sample-001318.mp3,england
cv-valid-train/sample-001319.mp3,england
cv-valid-train/sample-001320.mp3,england
cv-valid-train/sample-001321.mp3,us
cv-valid-train/sample-001322.mp3,us
cv-valid-train/sample-001323.mp3,us
cv-valid-train/sample-001328.mp3,us
cv-valid-train/sample-001329.mp3,canada
cv-valid-train/sample-001330.mp3,us
cv-valid-train/sample-001337.mp3,indian
cv-valid-train/sample-001338.mp3,us
cv-valid-train/sample-001340.mp3,us
cv-valid-train/sample-001343.mp3,england
cv-valid-train/sample-001344.mp3,philippines
cv-valid-train/sample-001345.mp3,canada
cv-valid-train/sample-001346.mp3,england
cv-valid-train/sample-001347.mp3,canada
cv-valid-train/sample-001352.mp3,newzealand
cv-valid-train/sample-001353.mp3,us
cv-valid-train/sample-001357.mp3,us
cv-valid-train/sample-001361.mp3,us
cv-valid-train/sample-001363.mp3,us
cv-valid-train/sample-001364.mp3,england
cv-valid-train/sample-001365.mp3,us
cv-valid-train/sample-001366.mp3,canada
cv-valid-train/sample-001367.mp3,us
cv-valid-train/sample-001370.mp3,us
cv-valid-train/sample-001372.mp3,us
cv-valid-train/sample-001374.mp3,australia
cv-valid-train/sample-001380.mp3,england
cv-valid-train/sample-001385.mp3,us
cv-valid-train/sample-001386.mp3,us
cv-valid-train/sample-001390.mp3,australia
cv-valid-train/sample-001391.mp3,newzealand
cv-valid-train/sample-001392.mp3,us
cv-valid-train/sample-001395.mp3,australia
cv-valid-train/sample-001396.mp3,indian
cv-valid-train/sample-001399.mp3,us
cv-valid-train/sample-001401.mp3,indian
cv-valid-train/sample-001405.mp3,australia
cv-valid-train/sample-001416.mp3,england
cv-valid-train/sample-001419.mp3,african
cv-valid-train/sample-001421.mp3,us
cv-valid-train/sample-001422.mp3,canada
cv-valid-train/sample-001423.mp3,us
cv-valid-train/sample-001424.mp3,us
cv-valid-train/sample-001426.mp3,african
cv-valid-train/sample-001428.mp3,england
cv-valid-train/sample-001429.mp3,us
cv-valid-train/sample-001434.mp3,australia
cv-valid-train/sample-001435.mp3,england
cv-valid-train/sample-001438.mp3,indian
cv-valid-train/sample-001440.mp3,indian
cv-valid-train/sample-001444.mp3,wales
cv-valid-train/sample-001445.mp3,australia
cv-valid-train/sample-001446.mp3,malaysia
cv-valid-train/sample-001447.mp3,indian
cv-valid-train/sample-001448.mp3,us
cv-valid-train/sample-001451.mp3,us
cv-valid-train/sample-001453.mp3,canada
cv-valid-train/sample-001459.mp3,canada
cv-valid-train/sample-001461.mp3,us
cv-valid-train/sample-001463.mp3,england
cv-valid-train/sample-001464.mp3,england
cv-valid-train/sample-001467.mp3,us
cv-valid-train/sample-001469.mp3,england
cv-valid-train/sample-001474.mp3,us
cv-valid-train/sample-001475.mp3,us
cv-valid-train/sample-001476.mp3,indian
cv-valid-train/sample-001487.mp3,us
cv-valid-train/sample-001491.mp3,us
cv-valid-train/sample-001493.mp3,us
cv-valid-train/sample-001495.mp3,us
cv-valid-train/sample-001499.mp3,australia
cv-valid-train/sample-001501.mp3,england
cv-valid-train/sample-001508.mp3,us
cv-valid-train/sample-001510.mp3,us
cv-valid-train/sample-001513.mp3,us
cv-valid-train/sample-001514.mp3,england
cv-valid-train/sample-001515.mp3,indian
cv-valid-train/sample-001518.mp3,us
cv-valid-train/sample-001523.mp3,newzealand
cv-valid-train/sample-001524.mp3,us
cv-valid-train/sample-001526.mp3,us
cv-valid-train/sample-001531.mp3,us
cv-valid-train/sample-001535.mp3,us
cv-valid-train/sample-001537.mp3,england
cv-valid-train/sample-001538.mp3,us
cv-valid-train/sample-001539.mp3,england
cv-valid-train/sample-001546.mp3,england
cv-valid-train/sample-001547.mp3,england
cv-valid-train/sample-001548.mp3,indian
cv-valid-train/sample-001551.mp3,england
cv-valid-train/sample-001552.mp3,us
cv-valid-train/sample-001560.mp3,indian
cv-valid-train/sample-001564.mp3,philippines
cv-valid-train/sample-001571.mp3,us
cv-valid-train/sample-001576.mp3,england
cv-valid-train/sample-001578.mp3,ireland
cv-valid-train/sample-001584.mp3,us
cv-valid-train/sample-001586.mp3,england
cv-valid-train/sample-001587.mp3,canada
cv-valid-train/sample-001588.mp3,us
cv-valid-train/sample-001590.mp3,philippines
cv-valid-train/sample-001594.mp3,newzealand
cv-valid-train/sample-001597.mp3,us
cv-valid-train/sample-001601.mp3,us
cv-valid-train/sample-001606.mp3,england
cv-valid-train/sample-001608.mp3,us
cv-valid-train/sample-001615.mp3,singapore
cv-valid-train/sample-001620.mp3,us
cv-valid-train/sample-001622.mp3,australia
cv-valid-train/sample-001623.mp3,us
cv-valid-train/sample-001626.mp3,us
cv-valid-train/sample-001631.mp3,england
cv-valid-train/sample-001632.mp3,england
cv-valid-train/sample-001634.mp3,us
cv-valid-train/sample-001638.mp3,us
cv-valid-train/sample-001641.mp3,ireland
cv-valid-train/sample-001642.mp3,indian
cv-valid-train/sample-001647.mp3,us
cv-valid-train/sample-001648.mp3,canada
cv-valid-train/sample-001652.mp3,england
cv-valid-train/sample-001655.mp3,canada
cv-valid-train/sample-001656.mp3,england
cv-valid-train/sample-001657.mp3,us
cv-valid-train/sample-001659.mp3,england
cv-valid-train/sample-001661.mp3,england
cv-valid-train/sample-001662.mp3,us
cv-valid-train/sample-001663.mp3,australia
cv-valid-train/sample-001664.mp3,england
cv-valid-train/sample-001667.mp3,us
cv-valid-train/sample-001676.mp3,us
cv-valid-train/sample-001678.mp3,england
cv-valid-train/sample-001684.mp3,canada
cv-valid-train/sample-001687.mp3,us
cv-valid-train/sample-001696.mp3,newzealand
cv-valid-train/sample-001697.mp3,england
cv-valid-train/sample-001700.mp3,england
cv-valid-train/sample-001705.mp3,england
cv-valid-train/sample-001713.mp3,us
cv-valid-train/sample-001715.mp3,england
cv-valid-train/sample-001723.mp3,us
cv-valid-train/sample-001735.mp3,canada
cv-valid-train/sample-001749.mp3,indian
cv-valid-train/sample-001750.mp3,us
cv-valid-train/sample-001753.mp3,england
cv-valid-train/sample-001756.mp3,ireland
cv-valid-train/sample-001761.mp3,indian
cv-valid-train/sample-001763.mp3,canada
cv-valid-train/sample-001766.mp3,england
cv-valid-train/sample-001767.mp3,us
cv-valid-train/sample-001769.mp3,us
cv-valid-train/sample-001775.mp3,us
cv-valid-train/sample-001778.mp3,england
cv-valid-train/sample-001784.mp3,us
cv-valid-train/sample-001788.mp3,singapore
cv-valid-train/sample-001794.mp3,us
cv-valid-train/sample-001796.mp3,us
cv-valid-train/sample-001797.mp3,australia
cv-valid-train/sample-001801.mp3,england
cv-valid-train/sample-001805.mp3,england
cv-valid-train/sample-001807.mp3,australia
cv-valid-train/sample-001808.mp3,england
cv-valid-train/sample-001809.mp3,us
cv-valid-train/sample-001810.mp3,england
cv-valid-train/sample-001813.mp3,us
cv-valid-train/sample-001814.mp3,england
cv-valid-train/sample-001817.mp3,england
cv-valid-train/sample-001823.mp3,us
cv-valid-train/sample-001826.mp3,hongkong
cv-valid-train/sample-001831.mp3,us
cv-valid-train/sample-001841.mp3,england
cv-valid-train/sample-001852.mp3,african
cv-valid-train/sample-001858.mp3,us
cv-valid-train/sample-001859.mp3,us
cv-valid-train/sample-001862.mp3,us
cv-valid-train/sample-001866.mp3,canada
cv-valid-train/sample-001874.mp3,england
cv-valid-train/sample-001877.mp3,england
cv-valid-train/sample-001881.mp3,us
cv-valid-train/sample-001885.mp3,canada
cv-valid-train/sample-001888.mp3,us
cv-valid-train/sample-001894.mp3,us
cv-valid-train/sample-001897.mp3,england
cv-valid-train/sample-001900.mp3,england
cv-valid-train/sample-001904.mp3,england
cv-valid-train/sample-001905.mp3,canada
cv-valid-train/sample-001906.mp3,england
cv-valid-train/sample-001907.mp3,canada
cv-valid-train/sample-001916.mp3,england
cv-valid-train/sample-001920.mp3,england
cv-valid-train/sample-001921.mp3,scotland
cv-valid-train/sample-001922.mp3,us
cv-valid-train/sample-001928.mp3,england
cv-valid-train/sample-001929.mp3,canada
cv-valid-train/sample-001932.mp3,us
cv-valid-train/sample-001934.mp3,us
cv-valid-train/sample-001939.mp3,england
cv-valid-train/sample-001946.mp3,scotland
cv-valid-train/sample-001948.mp3,us
cv-valid-train/sample-001949.mp3,england
cv-valid-train/sample-001951.mp3,indian
cv-valid-train/sample-001953.mp3,australia
cv-valid-train/sample-001954.mp3,us
cv-valid-train/sample-001959.mp3,us
cv-valid-train/sample-001963.mp3,england
cv-valid-train/sample-001970.mp3,us
cv-valid-train/sample-001973.mp3,canada
cv-valid-train/sample-001975.mp3,australia
cv-valid-train/sample-001980.mp3,australia
cv-valid-train/sample-001981.mp3,us
cv-valid-train/sample-001982.mp3,england
cv-valid-train/sample-001984.mp3,england
cv-valid-train/sample-001986.mp3,england
cv-valid-train/sample-001987.mp3,us
cv-valid-train/sample-001988.mp3,indian
cv-valid-train/sample-001993.mp3,england
cv-valid-train/sample-001996.mp3,us
cv-valid-train/sample-001998.mp3,us
cv-valid-train/sample-001999.mp3,canada
cv-valid-train/sample-002006.mp3,indian
cv-valid-train/sample-002012.mp3,australia
cv-valid-train/sample-002018.mp3,african
cv-valid-train/sample-002034.mp3,us
cv-valid-train/sample-002035.mp3,us
cv-valid-train/sample-002037.mp3,us
cv-valid-train/sample-002043.mp3,australia
cv-valid-train/sample-002044.mp3,england
cv-valid-train/sample-002045.mp3,australia
cv-valid-train/sample-002050.mp3,newzealand
cv-valid-train/sample-002052.mp3,australia
cv-valid-train/sample-002053.mp3,england
cv-valid-train/sample-002055.mp3,england
cv-valid-train/sample-002059.mp3,england
cv-valid-train/sample-002061.mp3,england
cv-valid-train/sample-002066.mp3,us
cv-valid-train/sample-002072.mp3,ireland
cv-valid-train/sample-002076.mp3,scotland
cv-valid-train/sample-002077.mp3,us
cv-valid-train/sample-002080.mp3,us
cv-valid-train/sample-002084.mp3,us
cv-valid-train/sample-002085.mp3,us
cv-valid-train/sample-002088.mp3,us
cv-valid-train/sample-002091.mp3,us
cv-valid-train/sample-002093.mp3,indian
cv-valid-train/sample-002096.mp3,england
cv-valid-train/sample-002097.mp3,england
cv-valid-train/sample-002098.mp3,us
cv-valid-train/sample-002102.mp3,england
cv-valid-train/sample-002103.mp3,malaysia
cv-valid-train/sample-002104.mp3,canada
cv-valid-train/sample-002105.mp3,us
cv-valid-train/sample-002109.mp3,indian
cv-valid-train/sample-002118.mp3,us
cv-valid-train/sample-002123.mp3,england
cv-valid-train/sample-002125.mp3,us
cv-valid-train/sample-002132.mp3,us
cv-valid-train/sample-002137.mp3,us
cv-valid-train/sample-002140.mp3,us
cv-valid-train/sample-002156.mp3,us
cv-valid-train/sample-002158.mp3,us
cv-valid-train/sample-002159.mp3,us
cv-valid-train/sample-002160.mp3,us
cv-valid-train/sample-002169.mp3,us
cv-valid-train/sample-002173.mp3,england
cv-valid-train/sample-002177.mp3,england
cv-valid-train/sample-002179.mp3,us
cv-valid-train/sample-002188.mp3,us
cv-valid-train/sample-002206.mp3,us
cv-valid-train/sample-002207.mp3,african
cv-valid-train/sample-002209.mp3,england
cv-valid-train/sample-002212.mp3,england
cv-valid-train/sample-002213.mp3,us
cv-valid-train/sample-002215.mp3,indian
cv-valid-train/sample-002216.mp3,us
cv-valid-train/sample-002217.mp3,england
cv-valid-train/sample-002230.mp3,england
cv-valid-train/sample-002232.mp3,singapore
cv-valid-train/sample-002235.mp3,england
cv-valid-train/sample-002236.mp3,hongkong
cv-valid-train/sample-002241.mp3,australia
cv-valid-train/sample-002242.mp3,england
cv-valid-train/sample-002243.mp3,australia
cv-valid-train/sample-002245.mp3,australia
cv-valid-train/sample-002251.mp3,us
cv-valid-train/sample-002254.mp3,us
cv-valid-train/sample-002255.mp3,us
cv-valid-train/sample-002256.mp3,us
cv-valid-train/sample-002261.mp3,us
cv-valid-train/sample-002263.mp3,indian
cv-valid-train/sample-002268.mp3,england
cv-valid-train/sample-002270.mp3,us
cv-valid-train/sample-002277.mp3,indian
cv-valid-train/sample-002279.mp3,scotland
cv-valid-train/sample-002281.mp3,england
cv-valid-train/sample-002284.mp3,us
cv-valid-train/sample-002285.mp3,canada
cv-valid-train/sample-002287.mp3,us
cv-valid-train/sample-002288.mp3,us
cv-valid-train/sample-002292.mp3,australia
cv-valid-train/sample-002296.mp3,australia
cv-valid-train/sample-002297.mp3,us
cv-valid-train/sample-002298.mp3,us
cv-valid-train/sample-002302.mp3,african
cv-valid-train/sample-002305.mp3,england
cv-valid-train/sample-002306.mp3,newzealand
cv-valid-train/sample-002311.mp3,us
cv-valid-train/sample-002313.mp3,us
cv-valid-train/sample-002314.mp3,england
cv-valid-train/sample-002318.mp3,canada
cv-valid-train/sample-002325.mp3,indian
cv-valid-train/sample-002326.mp3,us
cv-valid-train/sample-002329.mp3,us
cv-valid-train/sample-002330.mp3,indian
cv-valid-train/sample-002333.mp3,canada
cv-valid-train/sample-002337.mp3,england
cv-valid-train/sample-002338.mp3,england
cv-valid-train/sample-002342.mp3,canada
cv-valid-train/sample-002346.mp3,us
cv-valid-train/sample-002348.mp3,england
cv-valid-train/sample-002349.mp3,us
cv-valid-train/sample-002351.mp3,england
cv-valid-train/sample-002354.mp3,us
cv-valid-train/sample-002355.mp3,indian
cv-valid-train/sample-002358.mp3,canada
cv-valid-train/sample-002360.mp3,canada
cv-valid-train/sample-002362.mp3,england
cv-valid-train/sample-002363.mp3,england
cv-valid-train/sample-002367.mp3,england
